player_id,nome,username,idade,data_nascimento,genero,cidade,estado,pais,plataforma,genero_jogo,nivel_jogador,data_criacao_conta,horas_jogadas,numero_sessoes,quantidade_compras,valor_gasto,ultimo_acesso
159,Gonzalo Gaytán,gonzalo.gaytan159,47,1978-10-31,Masculino,Jomanichim,CHP,México,PC,Aventura,55,2011-07-16,1364.2,1687,0,0,2026-07-15
160,Janet Gerlach,janet.gerlach160,23,2003-02-17,Feminino,Schwarzheide,BB,Alemanha,PC,Estratégia,33,2016-08-29,821.7,307,20,618.18,2026-07-19
161,Antonio Kusch,antonio.kusch161,21,2004-09-05,Masculino,Hambühren,Lower Saxony,Alemanha,PC,MOBA,50,2023-12-13,1243.5,510,1,39.9,2026-05-28
162,Sylke Knappe,sylke.knappe162,29,1996-11-20,Feminino,Schönwald,BW,Alemanha,PC,Estratégia,2,2026-01-02,48.6,45,1,29.9,2026-03-11
163,Isidoro Falcón,isidoro.falcon163,34,1991-11-13,Masculino,Ciutadella,Balearic Islands,Espanha,PlayStation,FPS,5,2019-10-06,114.3,105,7,354.3,2025-12-05
164,Thomas Hoareau,thomas.hoareau164,54,1972-05-25,Masculino,Longecourt-en-Plaine,Bourgogne,França,PC,MOBA,85,2015-08-08,2114.3,1404,3,59.7,2025-11-25
165,Alexia Sá,alexia.sa165,46,1979-12-06,Feminino,Caraguatatuba,SP,Brasil,PC,MOBA,8,2019-01-21,180.9,187,12,279.16,2026-03-20
166,Mateus Souza,mateus.souza166,33,1992-09-02,Masculino,Águas de Lindóia,SP,Brasil,Xbox,Ação,1,2026-08-03,3.1,3,1,59.9,2026-08-04
167,Esteban del Valle,esteban.del.valle167,38,1987-11-23,Masculino,Valle del Rosario,CHH,México,PlayStation,Corrida,1,2026-07-18,3.8,5,1,19.9,2026-08-24
168,Luciana Falier,luciana.falier168,20,2005-09-17,Feminino,San Giovanni in Galdo,67,Itália,PlayStation,FPS,11,2023-12-03,261.0,157,0,0,2025-10-27
169,Chiara Carfagna,chiara.carfagna169,19,2007-07-10,Feminino,Lei,Sardinia,Itália,Mobile,MOBA,4,2026-01-26,76.3,48,3,189.7,2026-07-29
170,Jason Hendricks,jason.hendricks170,52,1974-05-24,Masculino,Oak Grove,OR,Estados Unidos,PC,RPG,26,2019-07-11,636.5,182,0,0,2026-07-26
171,Maria Fernanda Novais,maria.fernanda.novais171,36,1990-01-17,Feminino,Estrela do Indaiá,MG,Brasil,Xbox,Aventura,22,2014-02-17,539.3,256,0,0,2026-05-08
172,Tammy Hays,tammy.hays172,32,1994-04-02,Feminino,Knightsen,CA,Estados Unidos,Xbox,Survival,10,2025-03-26,227.9,76,7,189.3,2026-04-30
173,Apostolos Keudel,apostolos.keudel173,51,1975-04-11,Masculino,Mainaschaff,Bavaria,Alemanha,PC,Esportes,7,2020-04-12,160.2,82,5,94.59,2026-03-20
174,Jessica Alvarez,jessica.alvarez174,37,1988-12-09,Feminino,Tahlequah,OK,Estados Unidos,PC,Esportes,16,2016-06-12,378.7,722,1,9.9,2025-11-23
175,Barbara Lercari,barbara.lercari175,55,1971-05-25,Feminino,Gardone Riviera,Lombardy,Itália,PlayStation,FPS,1,2026-06-20,7.9,8,0,0,2026-08-01
176,Robert Masse,robert.masse176,29,1996-09-12,Masculino,Bretignolles-sur-Mer,Pays de la Loire,França,PC,Luta,2,2025-10-08,25.6,43,0,0,2025-10-08
177,Saskia Karge,saskia.karge177,49,1976-10-04,Feminino,Niederwenigern,North Rhine-Westphalia,Alemanha,Xbox,Simulação,54,2020-12-26,1333.9,945,21,797.9,2026-04-03
178,Marco Alfieri,marco.alfieri178,20,2005-09-29,Masculino,Orzignano,Tuscany,Itália,PC,Survival,1,2026-08-26,1.9,1,1,29.9,2026-09-01
179,Gerard Sutton,gerard.sutton179,22,2004-08-10,Masculino,Abbots Bromley,ENG,Reino Unido,PlayStation,Aventura,3,2025-01-02,67.0,60,0,0,2026-03-13
180,Agustín Peralta,agustin.peralta180,26,2000-06-08,Masculino,Mayor Buratovich,B,Argentina,PlayStation,RPG,8,2024-11-23,175.4,66,0,0,2025-12-03
181,Federica Tresoldi,federica.tresoldi181,21,2004-12-17,Feminino,Cervere,Piedmont,Itália,Xbox,Ação,29,2020-06-01,708.5,749,27,862.66,2026-03-02
182,Elizabeth Sanders,elizabeth.sanders182,29,1996-09-14,Feminino,Strasburg,CO,Estados Unidos,Xbox,Corrida,13,2017-09-13,301.3,380,3,44.7,2026-02-24
183,Janice George,janice.george183,45,1981-04-15,Feminino,Wellford,SC,Estados Unidos,PlayStation,Corrida,5,2023-07-07,101.3,193,14,448.6,2025-12-03
184,Bernardo Abreu,bernardo.abreu184,27,1999-02-16,Masculino,Tracunhaém,PE,Brasil,Xbox,Aventura,2,2026-07-17,25.7,10,1,14.9,2026-08-15
185,Teresita Porcel,teresita.porcel185,40,1985-09-20,Feminino,Socovos,Castille-La Mancha,Espanha,PlayStation,Luta,18,2011-07-18,429.5,1048,0,0,2025-12-04
186,Jennifer Richards,jennifer.richards186,18,2008-02-07,Feminino,Pawhuska,OK,Estados Unidos,PC,RPG,8,2022-05-13,191.9,68,1,4.99,2025-11-22
187,Matthew Hall,matthew.hall187,47,1978-12-01,Masculino,Chesapeake Ranch Estates,MD,Estados Unidos,PC,Luta,9,2023-11-06,203.1,142,0,0,2026-03-22
188,Alfonso Novoa,alfonso.novoa188,50,1975-10-25,Masculino,Albelda de Iregua,RI,Espanha,PC,Esportes,5,2017-03-05,112.4,100,0,0,2026-02-14
189,Carolyn Cox,carolyn.cox189,17,2009-03-23,Feminino,Revesby Heights,NSW,Austrália,PC,Estratégia,6,2023-12-30,138.0,50,0,0,2026-07-01
190,Falk Döring,falk.doring190,23,2003-06-08,Masculino,Friedrichstadt,Saxony-Anhalt,Alemanha,Mobile,MOBA,1,2026-08-16,3.0,4,1,9.9,2026-08-25
191,Jacqueline Evans,jacqueline.evans191,40,1985-09-18,Feminino,Level Park-Oak Park,MI,Estados Unidos,PC,Aventura,12,2014-10-05,291.1,363,5,229.5,2026-03-09
192,Pacífica Viana,pacifica.viana192,37,1988-10-02,Feminino,Castelserás,AR,Espanha,PC,MOBA,2,2025-04-26,49.2,39,2,89.8,2026-04-06
193,Olivia Jones,olivia.jones193,29,1997-04-21,Feminino,Lochgelly,SCT,Reino Unido,PC,Estratégia,88,2011-10-30,2191.6,793,10,354.09,2025-09-30
194,Kimberly Brady,kimberly.brady194,17,2008-10-09,Feminino,Chandler,OK,Estados Unidos,PC,Ação,4,2024-03-28,80.3,49,0,0,2026-04-19
195,Fiona Taylor,fiona.taylor195,16,2009-09-13,Feminino,Walton,ENG,Reino Unido,PC,Luta,1,2024-09-28,13.1,29,2,39.8,2026-07-05
196,Kathy Mans,kathy.mans196,52,1974-03-15,Feminino,Türkheim,Bavaria,Alemanha,Xbox,Luta,12,2010-01-29,286.5,242,20,813.09,2025-11-18
197,Alvaro Pineda,alvaro.pineda197,26,2000-01-20,Masculino,Xochitlan Todos Santos,PUE,México,PC,MOBA,5,2024-07-14,111.5,53,2,159.8,2025-12-02
198,Ivo Iannucci,ivo.iannucci198,30,1996-04-27,Masculino,Melilli,Sicily,Itália,PC,Estratégia,46,2020-07-17,1148.2,997,0,0,2026-06-23
199,Tracy Sloan,tracy.sloan199,43,1983-08-04,Feminino,Surfers Paradise,QLD,Austrália,PlayStation,Esportes,66,2010-04-27,1625.7,823,0,0,2026-02-22
200,Dan Iñiguez,dan.iniguez200,22,2003-10-05,Masculino,Paiporta,V,Espanha,PC,FPS,15,2017-03-21,368.3,458,0,0,2025-11-21
201,Brittany Robinson,brittany.robinson201,49,1976-09-29,Feminino,Cimarron Hills,CO,Estados Unidos,PC,Estratégia,75,2020-11-11,1866.4,715,0,0,2026-02-05
202,Jean Logan,jean.logan202,27,1999-04-02,Feminino,North Charleroi,PA,Estados Unidos,Xbox,Aventura,71,2019-06-25,1761.5,619,21,848.08,2025-12-19
203,Linda Williams,linda.williams203,18,2008-01-21,Feminino,Los Indios,TX,Estados Unidos,PC,Esportes,3,2024-12-22,62.3,50,0,0,2026-06-05
204,Silke Gunpf,silke.gunpf204,29,1997-04-06,Feminino,Ungerhausen,Bavaria,Alemanha,PC,Ação,15,2017-01-16,363.1,301,1,14.9,2025-10-22
205,Donald Bennett,donald.bennett205,18,2008-08-01,Masculino,Bustleton,PA,Estados Unidos,PlayStation,RPG,7,2024-04-13,168.5,114,11,293.99,2025-10-02
206,Ricardo Carvalho,ricardo.carvalho206,30,1996-07-11,Masculino,Vila Pouca de Aguiar,17,Portugal,PC,MOBA,1,2025-11-18,22.1,12,0,0,2026-02-04
207,Hugues Hubert,hugues.hubert207,32,1994-08-07,Masculino,Saint-Germain-les-Belles,New Aquitaine,França,PC,Luta,14,2022-02-13,332.9,393,0,0,2026-08-19
208,Hildburg Huhn,hildburg.huhn208,47,1978-11-06,Feminino,Weibern,RP,Alemanha,PlayStation,Esportes,8,2021-03-15,186.7,213,18,528.56,2026-05-13
209,Cipriano Bonanno,cipriano.bonanno209,45,1981-09-01,Masculino,Tassarolo,Piedmont,Itália,Xbox,Corrida,20,2013-03-04,477.4,996,21,663.26,2025-09-13
210,Melchor Morcillo,melchor.morcillo210,54,1972-02-12,Masculino,Alcohujate,Castille-La Mancha,Espanha,PlayStation,Esportes,17,2011-06-21,408.2,250,1,59.9,2025-10-25
211,Jill Connolly,jill.connolly211,48,1977-12-13,Feminino,Garvagh,NIR,Reino Unido,PlayStation,RPG,7,2026-03-20,167.8,45,3,119.7,2026-04-26
212,Samuel Verdugo,samuel.verdugo212,17,2009-07-12,Masculino,Progreso,MOR,México,PlayStation,RPG,2,2026-05-07,32.1,9,1,39.9,2026-05-26
213,Tomasz Gertz,tomasz.gertz213,28,1997-12-06,Masculino,Volkertshausen,BW,Alemanha,PC,Simulação,98,2017-08-28,2444.6,1180,0,0,2026-04-10
214,Ilaria Tassoni,ilaria.tassoni214,25,2001-04-04,Feminino,Monastero Bormida,Piedmont,Itália,Xbox,Luta,4,2022-11-07,77.5,167,10,419.09,2026-05-17
215,Douglas Golden,douglas.golden215,47,1979-05-16,Masculino,Sheboygan,WI,Estados Unidos,PC,FPS,13,2015-03-14,303.0,162,12,438.89,2026-08-19
216,Vanesa Estévez,vanesa.estevez216,44,1982-03-31,Feminino,El Rincón de San Felipe (Tercera Manzana San Felipe),Michoacán,México,Xbox,Ação,45,2013-06-12,1111.9,893,0,0,2026-07-10
217,Aurore Ribeiro,aurore.ribeiro217,36,1990-06-01,Feminino,Retiers,Brittany,França,Xbox,Luta,2,2024-02-28,44.1,132,5,184.59,2026-05-11
218,Mary Gonzalez,mary.gonzalez218,33,1993-04-22,Feminino,Healdton,OK,Estados Unidos,Xbox,Aventura,41,2016-07-04,1015.4,350,0,0,2026-01-15
219,Jos Castillo,jos.castillo219,54,1972-08-30,Masculino,Oluta,Veracruz,México,Xbox,Esportes,57,2016-06-10,1410.9,1051,4,124.69,2025-11-05
220,Deanna Petersen,deanna.petersen220,48,1978-08-03,Feminino,Hantsport,NS,Canadá,PlayStation,Luta,58,2019-12-06,1429.9,1101,11,393.9,2026-02-05
221,Hans-Joachim Geisler,hans-joachim.geisler221,24,2001-11-04,Masculino,Neubrandenburg,MV,Alemanha,PC,Aventura,44,2021-05-28,1080.8,678,3,169.7,2025-11-28
222,Jacinto Riojas,jacinto.riojas222,43,1982-12-23,Masculino,Santiago Cuaula,TLA,México,PC,Luta,31,2011-12-21,771.7,540,17,593.39,2025-10-06
223,Arnaldo Scarlatti,arnaldo.scarlatti223,47,1979-02-07,Masculino,Gorla Minore,Lombardy,Itália,Xbox,Survival,57,2023-02-25,1400.4,745,8,349.29,2025-09-01
224,Lorena Campos,lorena.campos224,40,1985-09-18,Feminino,A dos Cunhados,Lisbon,Portugal,Mobile,MOBA,4,2022-03-10,86.7,101,2,44.8,2026-02-01
225,Claude Aubert,claude.aubert225,36,1990-03-16,Feminino,Chars,IDF,França,PC,Survival,69,2014-01-30,1712.3,457,2,79.8,2026-01-24
226,Jimena Batalla,jimena.batalla226,47,1978-11-22,Feminino,La Rambla,Andalusia,Espanha,PC,Simulação,21,2013-07-20,505.4,505,26,1037.58,2026-05-08
227,Bryan Harris,bryan.harris227,30,1995-09-09,Masculino,O'Fallon,IL,Estados Unidos,PC,Estratégia,4,2011-02-06,78.9,97,0,0,2026-03-20
228,Christina Oneill,christina.oneill228,55,1970-12-26,Feminino,Wolverine Lake,MI,Estados Unidos,PlayStation,Corrida,12,2023-02-03,299.8,233,13,423.79,2026-01-24
229,Licia Guarana,licia.guarana229,45,1980-09-12,Feminino,Sinalunga,Tuscany,Itália,PC,Estratégia,55,2012-08-10,1371.8,599,0,0,2025-12-04
230,Amir Hübel,amir.hubel230,31,1995-03-17,Masculino,Heidenau,Lower Saxony,Alemanha,PC,Aventura,3,2021-07-20,63.2,30,0,0,2025-12-02
231,Matthew Smith,matthew.smith231,48,1977-10-29,Masculino,Mount Holly,NJ,Estados Unidos,Xbox,RPG,43,2022-12-01,1072.9,346,0,0,2025-11-04
232,Claude Vaillant,claude.vaillant232,43,1983-08-29,Feminino,Limoux,OCC,França,PC,Esportes,26,2017-07-18,646.7,605,0,0,2026-08-08
233,Raymond Holmes,raymond.holmes233,35,1991-02-10,Masculino,Bletchley,ENG,Reino Unido,PC,MOBA,5,2021-04-29,122.5,218,1,79.9,2025-11-22
234,Oscar Bonilla,oscar.bonilla234,20,2005-11-07,Masculino,Dixon,CA,Estados Unidos,PC,Aventura,71,2020-02-05,1756.1,941,13,498.7,2026-06-05
235,Océane Bourgeois,oceane.bourgeois235,22,2004-02-22,Feminino,Villeneuve-la-Garenne,IDF,França,PC,Estratégia,44,2023-01-31,1082.1,587,27,762.75,2026-04-09
236,Melinda Carson,melinda.carson236,30,1995-10-21,Feminino,Rockford,MN,Estados Unidos,PlayStation,Ação,9,2021-08-30,204.9,177,0,0,2026-03-30
237,Bernarda Méndez,bernarda.mendez237,52,1974-08-09,Feminino,Albillos,Castille and León,Espanha,PlayStation,Survival,95,2010-07-04,2362.1,1635,0,0,2026-08-10
238,Sydney Martin,sydney.martin238,55,1971-07-17,Feminino,Halifax South End,NS,Canadá,Mobile,MOBA,100,2010-05-18,2933.0,1643,7,219.57,2025-10-14
239,Sandor Segebahn,sandor.segebahn239,44,1982-01-08,Masculino,Adelmannsfelden,BW,Alemanha,PlayStation,Survival,9,2022-01-09,218.5,83,0,0,2026-05-15
240,Brian Cannon,brian.cannon240,36,1989-09-14,Masculino,Saint Martins,MO,Estados Unidos,Xbox,FPS,92,2011-07-04,2290.4,1401,4,169.6,2025-09-23
241,Francisca Acevedo,francisca.acevedo241,35,1990-09-08,Feminino,San Lucas Tlacochcalco,TLA,México,PC,MOBA,40,2014-09-02,993.2,415,22,702.98,2026-03-16
242,Elizabeth Lewis,elizabeth.lewis242,54,1972-06-15,Feminino,Moore Haven,FL,Estados Unidos,PC,RPG,40,2012-01-04,990.4,686,0,0,2025-11-12
243,Berta Salinas,berta.salinas243,23,2002-11-14,Feminino,Bochojbo Alto,CHP,México,PC,Estratégia,1,2024-09-04,22.7,19,0,0,2026-03-28
244,Dorita Diez,dorita.diez244,36,1990-06-23,Feminino,Ciadoncha,Castille and León,Espanha,PC,Estratégia,100,2011-09-12,3024.7,1398,25,887.77,2026-03-05
245,Heather Holloway,heather.holloway245,25,2001-08-22,Feminino,Northwood Hills,ENG,Reino Unido,Xbox,Aventura,1,2025-12-04,12.9,5,0,0,2026-06-05
246,Benjamin Bailey,benjamin.bailey246,21,2005-02-27,Masculino,Paralowie,SA,Austrália,Xbox,Corrida,39,2020-07-03,974.3,844,0,0,2026-03-14
247,Lauretta Lippomano,lauretta.lippomano247,41,1984-10-17,Feminino,Sant'Angelo in Lizzola,The Marches,Itália,PC,Survival,8,2017-02-01,196.6,84,6,169.4,2026-07-14
248,Emigdio Lledó,emigdio.lledo248,22,2004-07-12,Masculino,Vistabella,AR,Espanha,PC,Aventura,2,2026-01-03,25.6,9,0,0,2026-03-02
249,Bruno Juarez,bruno.juarez249,25,2000-10-05,Masculino,Villa Allende,X,Argentina,Xbox,Simulação,43,2019-03-02,1071.8,557,0,0,2026-03-28
250,Gabriela Vasconcelos,gabriela.vasconcelos250,42,1984-04-14,Feminino,Rolante,RS,Brasil,Xbox,FPS,32,2010-07-18,780.6,459,1,4.99,2026-07-25
251,Miroslawa Dussen van,miroslawa.dussen.van251,48,1977-11-02,Feminino,Buchbach,Bavaria,Alemanha,Xbox,Esportes,19,2010-11-09,469.9,1053,0,0,2026-07-20
252,Eusebia Pascual,eusebia.pascual252,53,1973-01-30,Feminino,Nigüelas,Andalusia,Espanha,PC,Luta,2,2018-03-08,38.5,49,3,79.7,2025-12-05
253,Raquel Pinto,raquel.pinto253,23,2003-05-16,Feminino,Charrua,RS,Brasil,PlayStation,FPS,3,2024-09-28,60.0,49,0,0,2025-11-14
254,Meike Roht,meike.roht254,43,1983-02-01,Feminino,Wienhausen,Lower Saxony,Alemanha,Xbox,Survival,12,2024-09-27,290.2,67,2,59.8,2025-12-04
255,Katie Bender,katie.bender255,45,1980-09-05,Feminino,Pope Air Force Base (historical),NC,Estados Unidos,PC,Estratégia,4,2024-06-16,84.2,30,0,0,2025-10-04
256,Stéphane Roussel,stephane.roussel256,26,1999-12-27,Masculino,Arenthon,Rhône-Alpes,França,Xbox,Aventura,18,2017-08-12,441.8,377,26,1007.49,2025-12-14
257,Ivan Cammarata,ivan.cammarata257,20,2006-04-15,Masculino,Allumiere,62,Itália,PC,FPS,2,2025-08-23,36.1,27,2,119.8,2025-10-24
258,Alexis Dunn,alexis.dunn258,40,1985-12-19,Feminino,Adel,IA,Estados Unidos,Xbox,Survival,59,2021-07-21,1470.5,368,0,0,2026-01-17
259,Léon Monnier,leon.monnier259,51,1975-07-18,Masculino,Commelle,Rhône-Alpes,França,PC,Simulação,19,2011-07-31,468.0,237,23,637.97,2026-07-30
260,Fernanda Noriega,fernanda.noriega260,22,2004-07-02,Feminino,Pino del Río,Castille and León,Espanha,PlayStation,FPS,5,2024-08-19,104.7,143,0,0,2026-03-04
261,Richard Lecoq,richard.lecoq261,44,1982-05-05,Masculino,Pont-l'Abbé-d'Arnoult,New Aquitaine,França,PC,Luta,33,2012-09-06,806.1,799,0,0,2026-07-23
262,Véronique Legendre,veronique.legendre262,29,1996-11-04,Feminino,Tresques,OCC,França,Xbox,Esportes,24,2019-09-14,584.7,297,25,747.95,2026-04-08
263,Anastasie Fabre,anastasie.fabre263,24,2001-12-15,Feminino,Vayres,New Aquitaine,França,Xbox,Simulação,14,2023-02-25,327.7,104,10,254.18,2026-03-21
264,Corinne Clément,corinne.clement264,46,1980-07-18,Feminino,Haubourdin,HDF,França,PlayStation,Ação,39,2012-04-07,952.2,426,0,0,2026-01-06
265,James Brooks,james.brooks265,47,1979-01-08,Masculino,Cookshire-Eaton,QC,Canadá,Mobile,MOBA,14,2015-04-27,347.2,152,6,194.49,2026-05-01
266,Gabriella Chiaramonte,gabriella.chiaramonte266,42,1984-06-01,Feminino,Gualtieri,45,Itália,PlayStation,RPG,65,2023-01-05,1603.4,636,6,174.49,2026-07-30
267,Flavio Olmo,flavio.olmo267,36,1990-06-22,Masculino,Retascón,AR,Espanha,PC,FPS,21,2024-02-18,520.0,304,29,892.19,2026-03-26
268,Kimberly Mason,kimberly.mason268,41,1985-04-03,Feminino,West Grove,PA,Estados Unidos,PC,MOBA,7,2010-02-21,161.9,220,19,758.19,2026-03-24
269,Gérard Le Roux,gerard.le.roux269,45,1981-05-26,Masculino,Revin,Grand Est,França,PC,Corrida,21,2019-07-24,521.4,665,0,0,2025-10-17
270,Barry Conway,barry.conway270,23,2003-02-04,Masculino,Front Royal,VA,Estados Unidos,Xbox,Aventura,6,2026-03-26,134.3,70,0,0,2026-08-30
271,Judith Regalado,judith.regalado271,19,2007-03-01,Feminino,Yobain,YUC,México,PlayStation,RPG,1,2025-05-30,21.6,16,0,0,2025-12-25
272,Emilia Girón,emilia.giron272,30,1996-03-11,Feminino,Hidalgo,TAM,México,PC,Survival,100,2018-04-10,4115.7,915,2,74.8,2026-05-19
273,François Camus,francois.camus273,43,1982-10-24,Masculino,Saint-Aubin-lès-Elbeuf,Normandy,França,PC,Ação,3,2020-10-24,53.7,29,0,0,2026-03-08
274,Lori Tate,lori.tate274,40,1986-03-10,Feminino,Sweetser,IN,Estados Unidos,PC,Ação,67,2014-10-29,1650.6,879,0,0,2026-07-15
275,Cassandra Fuller,cassandra.fuller275,52,1974-07-03,Feminino,Burns Harbor,IN,Estados Unidos,Xbox,Corrida,4,2025-01-21,87.6,50,0,0,2026-07-29
276,Michelle Taylor,michelle.taylor276,34,1991-11-17,Feminino,Springdale,AR,Estados Unidos,Xbox,Simulação,11,2019-12-05,259.4,252,16,378.67,2026-01-07
277,Dieter Gehringer,dieter.gehringer277,28,1998-07-15,Masculino,Moorenweis,Bavaria,Alemanha,PlayStation,Simulação,100,2018-08-02,2768.8,740,20,623.18,2025-12-16
278,Veronica Farnese,veronica.farnese278,44,1982-02-24,Feminino,Nulvi,Sardinia,Itália,Xbox,Esportes,12,2025-02-07,285.0,149,11,344.08,2026-04-20
279,Letizia Callegari,letizia.callegari279,45,1981-03-18,Feminino,Casanova Lerrone,42,Itália,PlayStation,Simulação,50,2011-08-21,1229.2,455,27,787.84,2025-10-05
280,Pietra da Mota,pietra.da.mota280,22,2004-03-15,Feminino,Urbano Santos,MA,Brasil,PC,Aventura,24,2021-02-14,580.0,274,0,0,2026-06-27
281,Michèle Bodin,michele.bodin281,39,1987-06-14,Feminino,La Réole,New Aquitaine,França,PC,Survival,12,2025-03-16,280.4,143,0,0,2026-07-17
282,Miguel Ángel Jasso,miguel.angel.jasso282,19,2007-08-25,Masculino,Maltrata,Veracruz,México,PlayStation,Aventura,3,2026-01-29,57.3,21,0,0,2026-05-28
283,Monique Barthelemy,monique.barthelemy283,24,2001-12-01,Feminino,Monchy-Saint-Éloi,HDF,França,PC,Esportes,8,2022-02-15,176.8,144,0,0,2025-09-12
284,André Clerc,andre.clerc284,42,1984-01-30,Masculino,Châtelaillon-Plage,New Aquitaine,França,Xbox,Survival,8,2023-08-07,195.6,110,0,0,2026-04-30
285,Evelia Leiva,evelia.leiva285,54,1972-06-19,Feminino,Paymogo,Andalusia,Espanha,PC,FPS,25,2016-01-14,614.2,388,0,0,2025-11-08
286,Cristina Partida,cristina.partida286,55,1971-04-22,Feminino,Santo Tomás,OAX,México,Xbox,RPG,100,2014-04-14,6645.1,1807,0,0,2026-04-12
287,Teresa Quasimodo,teresa.quasimodo287,46,1979-11-23,Feminino,Centobuchi,The Marches,Itália,PlayStation,Survival,15,2010-12-01,369.5,139,12,383.8,2026-06-09
288,Bernhardine Wieloch,bernhardine.wieloch288,25,2001-02-21,Feminino,Merseburg,Saxony-Anhalt,Alemanha,PlayStation,Ação,3,2020-11-30,53.6,56,0,0,2026-01-19
289,Gael Henrique Sales,gael.henrique.sales289,41,1985-01-31,Masculino,Nilópolis,RJ,Brasil,Xbox,RPG,100,2012-01-27,7433.7,2264,0,0,2025-12-11
290,Maria Alice Campos,maria.alice.campos290,55,1971-01-31,Feminino,Macaé,RJ,Brasil,PC,FPS,16,2013-10-18,380.1,495,0,0,2026-06-28
291,Georges Valette,georges.valette291,49,1977-01-19,Masculino,Tarare,Rhône-Alpes,França,Xbox,Aventura,100,2012-06-25,3473.8,1825,6,104.58,2026-03-15
292,Raymond Mahe,raymond.mahe292,38,1988-04-28,Masculino,Jouy-en-Josas,IDF,França,Xbox,Aventura,100,2014-11-10,3442.6,1532,21,598.35,2026-08-19
293,Alix Paris,alix.paris293,37,1988-10-25,Feminino,Braud-et-Saint-Louis,New Aquitaine,França,Xbox,Survival,91,2013-07-30,2272.4,947,0,0,2025-10-01
294,María Sepúlveda,maria.sepulveda294,25,2000-09-27,Feminino,Santa Catarina Yecahuizotl,Mexico City,México,Xbox,Survival,20,2016-01-22,477.7,298,0,0,2026-06-08
295,Rufino Regalado,rufino.regalado295,40,1986-03-05,Masculino,Nueva Sesecapa,CHP,México,Xbox,Esportes,13,2024-10-27,309.4,304,26,677.94,2026-06-16
296,Jack Robinson,jack.robinson296,32,1994-02-10,Masculino,Shotton,ENG,Reino Unido,PC,Ação,21,2014-05-26,519.9,220,0,0,2026-03-18
297,Agathe Millet,agathe.millet297,40,1986-02-11,Feminino,Tonneins,New Aquitaine,França,Xbox,Survival,7,2023-12-02,161.3,111,8,169.29,2026-08-25
298,Noël Pruvost,noel.pruvost298,47,1979-01-03,Masculino,Linards,New Aquitaine,França,PlayStation,Ação,31,2017-07-02,750.1,381,29,772.28,2025-10-08
299,Juan Anderson,juan.anderson299,31,1994-09-22,Masculino,Trinity Gardens,SA,Austrália,Xbox,RPG,23,2011-01-04,556.6,324,0,0,2025-11-15
300,Clara Duarte,clara.duarte300,30,1996-03-14,Feminino,Capinópolis,MG,Brasil,Xbox,Ação,30,2018-06-12,747.3,462,11,423.99,2026-06-07
301,Kenneth Weber,kenneth.weber301,52,1974-08-07,Masculino,Welland,ON,Canadá,Xbox,Survival,82,2014-10-12,2033.0,502,0,0,2025-12-14
302,Franjo Pieper,franjo.pieper302,36,1990-03-19,Masculino,Benndorf,Saxony-Anhalt,Alemanha,PlayStation,Ação,6,2017-07-20,141.0,67,0,0,2026-03-14
303,Natalie Jones,natalie.jones303,22,2004-03-26,Feminino,North Balgowlah,NSW,Austrália,PC,Survival,35,2020-09-22,856.7,774,0,0,2026-01-29
304,Teresita Mulet,teresita.mulet304,45,1981-04-11,Feminino,Ontur,Castille-La Mancha,Espanha,Xbox,RPG,2,2026-07-02,41.0,13,1,39.9,2026-08-19
305,Micaela Zamudio,micaela.zamudio305,16,2010-03-26,Feminino,Santa María de Guaymas,SON,México,PC,Estratégia,13,2025-06-10,312.3,152,2,24.89,2026-07-28
306,Fortunata Cicala,fortunata.cicala306,17,2009-08-09,Feminino,Lirio,Lombardy,Itália,Mobile,MOBA,9,2024-01-09,208.0,134,0,0,2025-10-28
307,Ferdinando Nordio,ferdinando.nordio307,39,1987-03-17,Masculino,Castelforte,62,Itália,Xbox,Simulação,2,2026-02-06,32.9,10,1,29.9,2026-02-14
308,Stephen Garza,stephen.garza308,26,2000-02-11,Masculino,Speers Point,NSW,Austrália,PlayStation,Ação,24,2013-09-21,589.8,270,0,0,2026-03-16
309,Azeglio Perini,azeglio.perini309,49,1976-12-19,Masculino,Tirrenia,Tuscany,Itália,PlayStation,Esportes,46,2014-01-27,1136.3,687,17,583.48,2026-08-28
310,Eulalia Serra,eulalia.serra310,41,1985-07-04,Feminino,Berrocal de Huebra,Castille and León,Espanha,PC,Estratégia,72,2017-03-23,1795.7,1027,20,683.09,2026-04-01
311,Gail Smith,gail.smith311,30,1996-08-05,Feminino,Denmark,ME,Estados Unidos,PC,Aventura,12,2020-11-28,294.3,192,0,0,2026-02-26
312,Lori James,lori.james312,40,1986-05-06,Feminino,Catawba,SC,Estados Unidos,PlayStation,Survival,3,2024-09-07,60.0,14,1,9.9,2026-03-16
313,Piermaria Migliaccio,piermaria.migliaccio313,45,1980-11-23,Masculino,Roveleto,45,Itália,PlayStation,Corrida,1,2026-02-05,16.4,11,0,0,2026-08-14
314,Juana Correa,juana.correa314,21,2004-09-19,Feminino,Coronel Juan Solá,A,Argentina,PlayStation,Luta,1,2026-08-16,3.2,4,1,59.9,2026-08-26
315,Kimberly Hale,kimberly.hale315,23,2002-09-24,Feminino,Burke,SD,Estados Unidos,Xbox,RPG,14,2019-10-31,342.7,90,7,139.48,2025-11-04
